model,year,target,transmission,mileage,fuelType,tax,mpg,engineSize
 Q5,2019,36000,Automatic,10189,Diesel,150,38.2,2.0
 Q2,2017,18950,Semi-Auto,25915,Diesel,145,65.7,1.6
 Q2,2017,17990,Manual,18365,Petrol,145,52.3,1.4
 A5,2018,24825,Semi-Auto,26693,Petrol,145,50.4,2.0
 A1,2015,10198,Manual,36910,Petrol,0,67.3,1.0
 Q3,2016,20485,Manual,16945,Diesel,160,49.6,2.0
 A4,2014,9750,Automatic,57800,Diesel,125,58.9,2.0
 A6,2015,15400,Manual,47348,Diesel,30,61.4,2.0
 A3,2018,14999,Automatic,22739,Diesel,145,72.4,1.6
 A3,2018,25990,Semi-Auto,29035,Petrol,150,43.5,2.0
 A4,2013,9000,Automatic,59438,Diesel,125,58.9,2.0
 A1,2018,14500,Manual,20000,Petrol,150,67.3,1.0
 A6,2015,16995,Semi-Auto,29558,Diesel,20,67.3,2.0
 A4,2013,8388,Manual,63360,Diesel,30,64.2,2.0
 A4,2014,11941,Manual,48548,Diesel,30,62.8,2.0
 Q3,2017,18244,Manual,21916,Petrol,125,51.4,1.4
 A3,2017,25999,Manual,21349,Petrol,200,39.8,2.0
 Q3,2016,16500,Manual,23307,Diesel,160,49.6,2.0
 Q5,2019,45490,Automatic,10000,Hybrid,135,117.7,2.0
 A5,2016,18490,Semi-Auto,17117,Diesel,150,54.3,2.0
 A3,2018,19995,Manual,12795,Petrol,145,47.1,1.0
 A3,2016,15380,Automatic,24523,Diesel,20,70.6,1.6
 Q3,2020,37888,Semi-Auto,2500,Petrol,145,30.7,2.0
 A5,2019,31900,Automatic,3794,Diesel,145,45.6,2.0
 A4,2019,26000,Automatic,4396,Diesel,150,44.8,2.0
 A4,2016,15989,Manual,34066,Diesel,30,67.3,2.0
 A3,2020,21970,Manual,5015,Diesel,150,53.3,1.6
 A3,2019,23500,Manual,3346,Diesel,145,51.4,1.6
 A1,2019,16499,Manual,2504,Petrol,145,52.3,1.0
 A4,2016,12965,Manual,64425,Diesel,20,70.6,2.0
 Q2,2019,20746,Manual,100,Diesel,145,49.6,1.6
 A4,2019,26299,Automatic,4231,Diesel,145,50.4,2.0
 A4,2016,15920,Manual,26016,Diesel,20,70.6,2.0
 Q3,2018,23700,Semi-Auto,16437,Petrol,150,47.9,1.4
 A1,2014,11995,Manual,24764,Diesel,0,74.3,1.6
 TT,2015,16300,Manual,26145,Petrol,160,46.3,2.0
 A7,2014,19975,Automatic,58732,Diesel,235,44.8,3.0
 A5,2019,25295,Semi-Auto,3245,Diesel,145,49.6,2.0
 Q3,2017,19688,Manual,24387,Petrol,150,49.6,1.4
 Q7,2018,56990,Automatic,19940,Diesel,145,39.2,4.0
 A4,2017,19000,Semi-Auto,45100,Petrol,160,45.6,2.0
 A3,2013,8899,Manual,62090,Diesel,20,67.3,2.0
 Q2,2019,23500,Automatic,8000,Petrol,145,40.9,1.5
 A6,2018,27985,Semi-Auto,1790,Diesel,145,50.4,2.0
 Q5,2019,38495,Semi-Auto,5123,Diesel,145,38.2,2.0
 A3,2017,13790,Manual,47041,Diesel,20,65.7,2.0
 Q3,2016,15991,Manual,33112,Diesel,30,60.1,2.0
 Q2,2017,20490,Semi-Auto,15992,Diesel,145,58.9,2.0
 A1,2018,15749,Semi-Auto,31846,Petrol,150,56.5,1.4
 Q3,2016,16290,Manual,38578,Petrol,145,49.6,1.4
 A3,2019,33000,Semi-Auto,4000,Petrol,145,33.2,2.0
 Q5,2019,35000,Automatic,5098,Diesel,145,38.2,2.0
 A3,2016,13454,Manual,57296,Petrol,30,57.6,1.4
 Q5,2015,14990,Manual,55000,Diesel,200,47.9,2.0
 A1,2016,10965,Manual,24642,Petrol,0,67.3,1.0
 A3,2019,21880,Automatic,16520,Petrol,150,41.5,1.5
 Q3,2013,12495,Semi-Auto,52134,Diesel,200,47.9,2.0
 A5,2016,21498,Semi-Auto,34051,Diesel,200,44.8,3.0
 Q5,2020,48990,Semi-Auto,5000,Hybrid,135,117.7,2.0
 Q3,2017,17800,Manual,14707,Petrol,125,51.4,1.4
 Q5,2020,37888,Semi-Auto,4343,Petrol,145,32.1,2.0
 TT,2007,4999,Manual,85509,Petrol,300,36.2,2.0
 Q2,2018,20750,Semi-Auto,30200,Petrol,145,52.3,1.4
 A6,2017,21998,Semi-Auto,21789,Diesel,145,61.4,2.0
 A3,2015,6793,Manual,123000,Diesel,0,83.1,1.6
 A3,2018,18998,Manual,12186,Petrol,145,60.1,1.0
 Q2,2017,20495,Automatic,36000,Petrol,150,52.3,1.4
 A6,2017,20499,Automatic,29095,Diesel,145,55.4,2.0
 Q5,2020,56990,Semi-Auto,6000,Diesel,145,34.5,3.0
 A3,2016,18000,Automatic,29494,Petrol,125,49.6,2.0
 A5,2014,14810,Semi-Auto,55800,Diesel,125,58.9,2.0
 TT,2019,38000,Semi-Auto,3000,Petrol,145,34.0,2.0
 A7,2014,14840,Automatic,69743,Diesel,200,47.9,3.0
 A4,2017,16700,Manual,14615,Petrol,145,52.3,1.4
 A1,2017,12450,Manual,19952,Petrol,0,67.3,1.0
 A5,2019,35945,Automatic,2200,Diesel,145,50.4,2.0
 Q5,2019,34490,Automatic,6000,Diesel,145,38.2,2.0
 A1,2015,10800,Manual,55369,Diesel,0,80.7,1.6
 A5,2017,24950,Automatic,15000,Diesel,150,62.8,2.0
 A4,2016,14729,Manual,44328,Diesel,20,70.6,2.0
 TT,2016,17695,Manual,17374,Petrol,160,46.3,1.8
 A5,2017,31900,Semi-Auto,31995,Petrol,150,37.7,3.0
 RS3,2019,37900,Semi-Auto,5894,Petrol,150,30.1,2.5
 A3,2012,4895,Manual,104822,Diesel,20,68.9,1.6
 A1,2016,14245,Manual,21516,Petrol,30,58.9,1.4
 Q3,2016,16499,Automatic,20589,Diesel,145,56.5,2.0
 A3,2016,12832,Manual,64278,Diesel,30,65.7,2.0
 Q3,2017,21583,Semi-Auto,46066,Petrol,145,40.4,2.0
 A6,2015,18181,Semi-Auto,57640,Diesel,125,61.4,2.0
 A3,2016,11762,Manual,34979,Petrol,30,56.5,1.2
 Q3,2019,24990,Manual,3000,Petrol,145,40.9,1.5
 A1,2016,12999,Manual,18758,Diesel,20,72.4,1.6
 A1,2016,12495,Manual,11180,Petrol,30,55.4,1.4
 A5,2015,13500,Manual,33430,Diesel,30,60.1,2.0
 A3,2017,13295,Manual,32525,Diesel,20,70.6,2.0
 A3,2018,18950,Manual,17992,Petrol,150,54.3,1.5
 Q3,2015,13610,Manual,59702,Diesel,125,60.1,2.0
 A3,2016,12500,Manual,26012,Petrol,20,61.4,1.4
 A3,2017,14699,Manual,31744,Petrol,125,50.4,2.0
 Q5,2019,33000,Automatic,1000,Diesel,145,38.2,2.0
 A4,2019,25000,Semi-Auto,5000,Petrol,145,38.7,2.0
 TT,2016,21500,Semi-Auto,24750,Petrol,200,40.9,2.0
 Q3,2017,19956,Semi-Auto,38150,Petrol,200,42.2,2.0
 A3,2016,22950,Manual,17045,Petrol,200,40.4,2.0
 A1,2015,9450,Manual,62500,Diesel,0,80.7,1.6
 Q7,2019,55750,Semi-Auto,4750,Diesel,145,32.8,3.0
 Q7,2012,16995,Automatic,91229,Diesel,300,39.2,3.0
 A3,2017,12560,Manual,23450,Diesel,0,74.3,1.6
 Q3,2018,21950,Semi-Auto,29500,Petrol,150,47.9,1.4
 A6,2016,16995,Semi-Auto,36273,Diesel,30,61.4,2.0
 A5,2019,29750,Semi-Auto,4750,Diesel,145,47.1,2.0
 RS3,2016,29350,Semi-Auto,26930,Petrol,300,34.9,2.5
 A4,2018,18298,Manual,23319,Petrol,145,51.4,1.4
 A3,2019,19000,Automatic,5999,Diesel,145,54.3,1.6
 Q5,2019,35998,Semi-Auto,28,Petrol,145,32.1,2.0
 A4,2017,16575,Manual,14912,Petrol,145,52.3,1.4
 A5,2017,24500,Automatic,18850,Diesel,145,58.9,3.0
 Q3,2019,27850,Automatic,100,Diesel,145,47.1,2.0
 Q5,2018,42995,Automatic,4286,Petrol,145,34.0,3.0
 A1,2017,14495,Manual,25253,Petrol,30,56.5,1.4
 A1,2016,12490,Manual,39463,Diesel,0,76.3,1.6
 A3,2016,15490,Semi-Auto,42300,Petrol,30,57.6,1.4
 Q3,2019,28250,Manual,1534,Petrol,145,40.9,1.5
 Q3,2019,32950,Automatic,1000,Petrol,145,32.1,2.0
 Q3,2017,15699,Manual,56653,Diesel,30,61.4,2.0
 SQ5,2015,23195,Automatic,37306,Diesel,265,41.5,3.0
 A8,2016,22000,Automatic,37235,Diesel,205,48.7,3.0
 A4,2019,25990,Automatic,5500,Petrol,145,38.7,2.0
 A3,2015,8950,Manual,62710,Diesel,0,74.3,1.6
 TT,2017,16430,Manual,28411,Diesel,30,62.8,2.0
 Q7,2013,17995,Automatic,65000,Diesel,305,38.2,3.0
 Q5,2019,54950,Semi-Auto,9503,Diesel,150,32.5,3.0
 A3,2016,11100,Manual,36151,Diesel,0,74.3,1.6
 A3,2016,14100,Manual,10460,Petrol,20,60.1,1.4
 Q5,2019,39990,Automatic,6000,Petrol,145,32.1,2.0
 A1,2016,11760,Manual,27400,Petrol,30,55.4,1.4
 Q3,2016,21795,Semi-Auto,8325,Petrol,150,47.9,1.4
 Q3,2019,26888,Manual,7419,Diesel,145,40.9,2.0
 Q3,2016,18202,Manual,14779,Petrol,145,49.6,1.4
 A6,2019,30991,Automatic,3000,Diesel,145,50.4,2.0
 A8,2018,33498,Semi-Auto,13512,Diesel,145,50.4,3.0
 Q3,2017,18298,Semi-Auto,26807,Petrol,145,47.9,1.4
 Q2,2017,18552,Semi-Auto,26500,Petrol,145,54.3,1.4
 A3,2019,21656,Manual,10065,Petrol,145,47.1,1.0
 S4,2020,44888,Automatic,1500,Diesel,145,39.2,0.0
 Q5,2015,19795,Automatic,33000,Diesel,200,47.1,2.0
 Q2,2018,17950,Manual,15308,Petrol,145,55.4,1.0
 Q3,2014,14000,Manual,41605,Petrol,145,47.9,1.4
 A5,2014,10990,Manual,78812,Diesel,30,61.4,2.0
 A3,2019,23788,Semi-Auto,14721,Petrol,145,41.5,1.5
 A3,2018,20000,Automatic,6629,Petrol,145,42.2,1.5
 A5,2019,27000,Manual,8200,Petrol,145,47.1,2.0
 Q3,2013,14550,Semi-Auto,48627,Petrol,260,36.7,2.0
 A3,2016,10490,Manual,44000,Diesel,20,70.6,1.6
 A1,2019,22000,Semi-Auto,2100,Petrol,145,40.4,2.0
 A5,2018,30990,Semi-Auto,18139,Petrol,150,36.7,3.0
 RS3,2013,15490,Semi-Auto,98386,Petrol,325,31.0,2.5
 A8,2019,38975,Automatic,7890,Diesel,145,40.4,3.0
 A8,2018,35995,Semi-Auto,12195,Diesel,145,50.4,3.0
 A8,2018,37900,Semi-Auto,6098,Diesel,145,50.4,3.0
 A6,2016,19390,Manual,35750,Diesel,125,58.9,2.0
 A3,2019,21374,Manual,7188,Diesel,145,51.4,1.6
 Q7,2019,43946,Automatic,10386,Diesel,145,32.8,3.0
 A1,2016,16490,Semi-Auto,16141,Petrol,30,70.6,1.4
 Q2,2017,22692,Semi-Auto,39000,Diesel,145,58.9,2.0
 A3,2019,21432,Automatic,14508,Petrol,145,42.2,1.5
 Q5,2018,38900,Semi-Auto,20300,Petrol,145,34.0,3.0
 Q2,2018,17990,Manual,18111,Petrol,150,52.3,1.4
 A1,2019,18495,Manual,4636,Petrol,145,50.4,1.0
 Q3,2019,29995,Manual,7687,Diesel,145,40.9,2.0
 A3,2015,9400,Manual,66000,Diesel,20,68.9,2.0
 A6,2016,13999,Manual,44273,Diesel,30,65.7,2.0
 Q3,2020,37000,Semi-Auto,3000,Diesel,145,47.1,2.0
 A4,2013,11290,Manual,55000,Diesel,30,61.4,2.0
 Q3,2019,29799,Manual,2550,Diesel,145,42.8,2.0
 A6,2019,27975,Automatic,11500,Diesel,145,50.4,2.0
 A3,2013,9698,Semi-Auto,45618,Diesel,30,62.8,2.0
 Q5,2016,31995,Semi-Auto,30172,Diesel,240,42.2,3.0
 Q7,2017,45790,Automatic,38516,Diesel,300,39.2,4.0
 A6,2018,17650,Manual,15957,Diesel,145,65.7,2.0
 TT,2016,16995,Manual,23814,Diesel,30,62.8,2.0
 A3,2018,25489,Semi-Auto,18478,Petrol,145,43.5,2.0
 A3,2019,23290,Automatic,15390,Petrol,150,42.2,1.5
 Q3,2020,31990,Manual,2100,Petrol,145,39.8,1.5
 A1,2020,21400,Automatic,7,Petrol,145,44.8,1.0
 Q2,2019,24991,Semi-Auto,1819,Petrol,145,42.2,1.5
 A5,2019,35850,Automatic,10500,Diesel,145,47.9,2.0
 A5,2019,25750,Semi-Auto,16177,Petrol,145,39.8,2.0
 Q3,2014,11140,Manual,42944,Diesel,145,54.3,2.0
 A6,2016,16991,Semi-Auto,50610,Diesel,30,61.4,2.0
 A7,2019,30950,Semi-Auto,5724,Diesel,145,48.7,2.0
 A1,2016,11298,Manual,39021,Petrol,30,55.4,1.4
 A4,2018,19485,Semi-Auto,10,Petrol,145,53.3,1.4
 A4,2020,31995,Semi-Auto,1000,Petrol,145,40.9,2.0
 Q5,2015,22990,Semi-Auto,60599,Diesel,240,42.8,3.0
 A4,2020,43990,Semi-Auto,4250,Diesel,145,40.4,3.0
 A4,2017,29996,Automatic,11119,Petrol,145,37.7,3.0
 Q7,2019,51990,Semi-Auto,3988,Diesel,145,32.8,3.0
 A3,2019,22000,Automatic,14560,Petrol,145,41.5,1.5
 Q5,2013,15670,Manual,55215,Petrol,235,37.7,2.0
 Q5,2019,31395,Semi-Auto,2343,Diesel,145,39.2,2.0
 A6,2014,11995,Automatic,85000,Diesel,30,61.4,2.0
 A3,2016,18000,Semi-Auto,21102,Petrol,30,58.9,1.4
 A6,2016,20498,Semi-Auto,30451,Diesel,200,47.1,3.0
 A3,2015,14298,Semi-Auto,43793,Diesel,125,61.4,2.0
 A3,2008,2995,Manual,117000,Diesel,200,48.7,2.0
 Q3,2020,30450,Semi-Auto,4000,Diesel,145,47.1,2.0
 A1,2019,19995,Manual,10300,Petrol,150,50.4,1.0
 A1,2015,10250,Manual,22319,Petrol,0,67.3,1.0
 TT,2019,28490,Automatic,6000,Petrol,145,35.3,2.0
 Q3,2016,15990,Manual,25647,Diesel,30,62.8,2.0
 Q2,2019,30500,Automatic,9161,Petrol,145,33.2,2.0
 A3,2018,15100,Manual,22018,Diesel,145,67.3,2.0
 Q2,2017,19400,Semi-Auto,33679,Diesel,145,57.7,2.0
 Q5,2017,22950,Semi-Auto,49227,Diesel,145,56.5,2.0
 A1,2019,19751,Manual,5432,Petrol,145,47.9,1.0
 A6,2016,22500,Semi-Auto,26784,Diesel,150,54.3,2.0
 A8,2019,47990,Automatic,3000,Diesel,145,40.4,3.0
 Q3,2019,28450,Manual,3544,Diesel,150,40.9,2.0
 Q3,2020,37888,Automatic,285,Petrol,145,30.7,0.0
 Q2,2019,23000,Automatic,10000,Petrol,145,40.9,1.5
 A3,2019,21150,Automatic,9508,Diesel,145,53.3,1.6
 Q2,2018,19995,Manual,8215,Diesel,145,47.9,1.6
 A6,2016,16744,Manual,47796,Diesel,30,61.4,2.0
 A6,2019,36450,Semi-Auto,5535,Diesel,145,39.2,3.0
 A3,2018,20000,Semi-Auto,32265,Diesel,150,62.8,2.0
 TT,2015,14998,Manual,32874,Diesel,30,62.8,2.0
 Q8,2018,49991,Semi-Auto,12332,Diesel,150,33.6,3.0
 A4,2016,17290,Manual,33334,Diesel,30,67.3,2.0
 A5,2019,26990,Semi-Auto,11479,Petrol,145,39.8,2.0
 TT,2019,29000,Automatic,4690,Petrol,145,38.7,2.0
 A1,2019,21995,Semi-Auto,6500,Petrol,145,40.9,2.0
 A6,2015,11641,Semi-Auto,81238,Diesel,20,67.3,2.0
 Q5,2017,24990,Semi-Auto,47124,Diesel,150,55.4,2.0
 A3,2019,23950,Automatic,9527,Petrol,150,42.2,1.5
 A5,2016,15698,Manual,51089,Diesel,125,58.9,2.0
 A1,2019,18690,Manual,8350,Petrol,145,46.3,1.5
 Q3,2020,33990,Automatic,1500,Diesel,145,47.1,2.0
 A1,2016,9498,Manual,48889,Diesel,0,76.3,1.6
 Q3,2016,16995,Semi-Auto,37000,Diesel,145,54.3,2.0
 A1,2016,10790,Manual,41914,Petrol,0,67.3,1.0
 A4,2017,16990,Semi-Auto,28500,Diesel,20,70.6,2.0
 A4,2019,26750,Automatic,4214,Diesel,145,49.6,2.0
 Q5,2020,53990,Semi-Auto,4433,Diesel,145,34.5,3.0
 A4,2008,4350,Manual,91748,Diesel,160,51.4,2.0
 A3,2016,13252,Manual,44077,Petrol,125,52.3,1.4
 Q5,2019,35995,Automatic,7093,Diesel,145,38.2,2.0
 A4,2016,14500,Automatic,37290,Diesel,0,72.4,2.0
 A6,2006,8750,Automatic,98000,Petrol,570,21.1,5.2
 Q3,2019,33990,Automatic,7500,Diesel,145,47.1,2.0
 A3,2014,8895,Manual,50262,Diesel,0,74.3,1.6
 A4,2014,11295,Automatic,107200,Diesel,200,47.9,3.0
 A5,2013,12795,Automatic,69410,Diesel,125,58.9,2.0
 Q3,2015,13998,Manual,36964,Diesel,30,61.4,2.0
 Q7,2019,45990,Automatic,100,Diesel,145,33.2,3.0
 A3,2017,13400,Manual,25457,Diesel,150,68.9,1.6
 A6,2017,21995,Semi-Auto,21883,Diesel,145,61.4,2.0
 Q2,2017,23199,Semi-Auto,22975,Petrol,145,54.3,1.4
 A7,2019,39985,Automatic,5201,Diesel,145,38.7,3.0
 RS4,2019,58990,Automatic,5151,Petrol,145,29.1,2.9
 Q5,2018,30995,Semi-Auto,7891,Petrol,145,40.9,2.0
 A4,2017,13500,Manual,25000,Petrol,125,53.3,1.4
 A1,2015,11798,Manual,50730,Petrol,30,58.9,1.4
 A4,2016,15200,Automatic,53342,Diesel,30,65.7,2.0
 A3,2019,26990,Semi-Auto,2085,Petrol,145,38.2,2.0
 Q5,2011,6195,Manual,168017,Diesel,200,42.1,2.0
 Q2,2017,22632,Semi-Auto,15664,Diesel,145,57.7,2.0
 Q5,2019,33185,Semi-Auto,7152,Diesel,145,38.2,2.0
 A3,2019,32995,Semi-Auto,6171,Petrol,150,34.9,2.0
 Q3,2019,26990,Manual,6000,Diesel,145,42.8,2.0
 Q5,2019,35900,Semi-Auto,2369,Diesel,150,38.2,2.0
 TT,2016,17900,Manual,27203,Petrol,165,46.3,1.8
 A3,2016,17992,Semi-Auto,47248,Diesel,125,57.6,2.0
 Q3,2019,29995,Automatic,4384,Petrol,145,38.2,1.5
 Q3,2019,31888,Automatic,4000,Diesel,145,47.1,2.0
 A3,2017,25000,Semi-Auto,16703,Petrol,200,41.5,2.0
 RS6,2020,102544,Semi-Auto,2000,Petrol,145,22.1,4.0
 A4,2016,13795,Manual,76640,Diesel,30,62.8,2.0
 A3,2017,17990,Manual,16000,Diesel,145,65.7,2.0
 Q3,2019,35505,Semi-Auto,6793,Petrol,145,37.2,1.5
 A5,2019,28450,Automatic,2913,Petrol,145,39.8,2.0
 A6,2016,19999,Semi-Auto,15016,Diesel,30,61.4,2.0
 A4,2019,28485,Automatic,2250,Diesel,145,51.4,2.0
 RS3,2015,29250,Semi-Auto,35395,Petrol,300,34.9,2.5
 Q2,2019,24496,Semi-Auto,3402,Petrol,145,40.9,1.5
 Q3,2020,32950,Automatic,998,Diesel,150,47.1,2.0
 A4,2015,9690,Manual,80950,Diesel,30,64.2,2.0
 A6,2019,31500,Automatic,1000,Diesel,145,47.9,2.0
 A3,2019,21000,Manual,12800,Diesel,145,52.3,1.6
 A1,2017,9950,Manual,54837,Petrol,0,67.3,1.0
 A4,2019,26000,Automatic,5000,Diesel,145,48.7,2.0
 Q5,2019,36990,Automatic,6500,Diesel,145,38.2,2.0
 Q5,2016,19440,Semi-Auto,58767,Diesel,200,47.1,2.0
 Q2,2019,22750,Manual,5433,Diesel,145,47.9,1.6
 A3,2019,23995,Semi-Auto,15425,Petrol,145,42.2,1.5
 TT,2019,38495,Semi-Auto,2964,Petrol,145,35.3,2.0
 Q3,2015,17990,Automatic,29957,Diesel,160,50.4,2.0
 A5,2012,10295,Manual,66000,Diesel,30,60.1,2.0
 TT,2015,16490,Manual,33000,Petrol,145,47.1,2.0
 A4,2015,10000,Manual,61710,Diesel,30,65.7,2.0
 R8,2008,33950,Automatic,52500,Petrol,580,21.0,4.2
 A1,2015,11995,Manual,31500,Petrol,30,57.6,1.4
 Q5,2020,35000,Semi-Auto,5000,Diesel,145,38.2,2.0
 A1,2013,6485,Manual,65000,Diesel,0,74.3,1.6
 A1,2013,7799,Manual,35138,Petrol,125,53.3,1.4
 A4,2019,26990,Automatic,1624,Petrol,145,38.7,2.0
 A1,2017,14995,Manual,9500,Petrol,145,55.4,1.4
 A1,2015,8990,Manual,40011,Diesel,0,80.7,1.6
 A4,2014,7195,Manual,124460,Diesel,145,55.4,2.0
 Q2,2019,21032,Manual,1782,Diesel,150,49.6,1.6
 Q7,2014,19995,Automatic,66000,Diesel,300,38.2,3.0
 Q2,2019,20000,Manual,741,Diesel,145,49.6,1.6
 Q5,2019,35498,Semi-Auto,21,Petrol,145,32.1,2.0
 A1,2017,14790,Semi-Auto,15663,Petrol,150,56.5,1.4
 Q5,2016,25950,Semi-Auto,25574,Petrol,235,37.7,2.0
 Q7,2017,35991,Semi-Auto,46566,Diesel,205,47.9,3.0
 A3,2017,16499,Manual,21865,Petrol,30,58.9,1.4
 Q3,2019,26700,Automatic,5000,Diesel,145,48.7,2.0
 A1,2014,9200,Manual,53900,Petrol,20,60.1,1.4
 Q3,2016,21950,Semi-Auto,17625,Petrol,200,40.4,2.0
 A3,2017,13995,Manual,36400,Petrol,20,61.4,1.4
 A3,2016,20560,Semi-Auto,26860,Petrol,160,44.1,2.0
 A4,2018,17000,Semi-Auto,56607,Diesel,150,67.3,2.0
 A3,2016,15399,Manual,22501,Petrol,30,57.6,1.4
 Q7,2016,27950,Semi-Auto,67181,Diesel,200,47.9,3.0
 Q3,2017,19712,Semi-Auto,58021,Diesel,145,53.3,2.0
 A4,2019,20495,Semi-Auto,4781,Petrol,150,40.9,2.0
 R8,2019,125000,Semi-Auto,500,Petrol,145,21.4,5.2
 Q5,2015,23998,Semi-Auto,35520,Diesel,260,41.5,3.0
 A4,2020,29000,Semi-Auto,20,Petrol,145,42.2,2.0
 A4,2014,12990,Semi-Auto,61000,Diesel,125,58.9,2.0
 Q5,2017,19690,Manual,29887,Diesel,205,47.9,2.0
 A1,2013,9480,Manual,33013,Petrol,125,53.3,1.4
 Q3,2020,30888,Semi-Auto,525,Petrol,145,40.9,1.5
 Q5,2019,37490,Automatic,6665,Petrol,145,32.1,2.0
 A3,2016,10500,Manual,46516,Diesel,20,70.6,2.0
 A7,2016,19698,Semi-Auto,40809,Diesel,125,61.4,3.0
 A1,2018,17000,Manual,10844,Petrol,150,70.6,1.4
 A4,2017,18490,Manual,27198,Petrol,145,48.7,2.0
 A3,2019,20790,Manual,4555,Diesel,145,52.3,1.6
 A3,2016,15990,Semi-Auto,27730,Diesel,30,62.8,2.0
 A4,2019,18998,Manual,5790,Petrol,145,41.5,2.0
 A6,2015,18490,Automatic,62890,Diesel,125,61.4,2.0
 Q5,2019,31490,Semi-Auto,8869,Diesel,145,38.2,2.0
 Q3,2017,19000,Manual,18698,Petrol,145,49.6,1.4
 Q3,2016,15888,Manual,52034,Diesel,145,52.3,2.0
 A1,2017,11495,Manual,35290,Petrol,150,57.6,1.4
 Q3,2019,27995,Manual,8365,Diesel,145,40.9,2.0
 A4,2016,12700,Manual,68958,Diesel,20,70.6,2.0
 RS4,2020,69995,Semi-Auto,2200,Petrol,145,28.8,2.9
 A3,2015,11495,Manual,34468,Diesel,0,74.3,1.6
 Q2,2020,27495,Semi-Auto,2000,Petrol,150,43.5,1.5
 Q5,2016,21995,Semi-Auto,37000,Diesel,200,47.1,2.0
 A3,2018,28995,Semi-Auto,7898,Petrol,150,44.1,2.0
 Q3,2017,19995,Semi-Auto,25400,Petrol,150,47.9,1.4
 A5,2015,17440,Automatic,34589,Diesel,145,56.5,2.0
 A1,2017,14245,Manual,8908,Petrol,150,67.3,1.0
 A5,2019,26000,Automatic,10891,Petrol,145,39.8,2.0
 Q3,2017,23995,Semi-Auto,25667,Petrol,145,40.4,2.0
 A4,2019,27490,Automatic,4983,Diesel,145,48.7,2.0
 A1,2013,8609,Manual,43070,Petrol,125,52.3,1.4
 A3,2015,9000,Manual,61220,Diesel,0,83.1,1.6
 A1,2017,13700,Semi-Auto,15017,Petrol,145,64.2,1.0
 A3,2015,12201,Manual,51607,Petrol,30,55.4,1.4
 Q7,2015,27900,Automatic,60043,Diesel,205,47.9,3.0
 Q5,2020,37444,Semi-Auto,4000,Petrol,145,32.1,2.0
 Q3,2017,20890,Manual,13500,Diesel,145,56.5,2.0
 A4,2017,17698,Manual,18761,Petrol,145,51.4,1.4
 A3,2008,3995,Manual,123000,Diesel,160,51.3,2.0
 A1,2018,15000,Manual,10080,Petrol,145,55.4,1.4
 Q2,2020,28990,Semi-Auto,5665,Petrol,150,42.2,1.5
 A1,2017,15698,Manual,16434,Petrol,145,70.6,1.4
 A5,2014,16990,Semi-Auto,43605,Petrol,300,34.9,3.0
 Q3,2018,23990,Semi-Auto,21700,Petrol,145,40.4,2.0
 A1,2016,12995,Manual,11892,Petrol,0,67.3,1.0
 TT,2019,28500,Semi-Auto,8000,Petrol,150,34.9,2.0
 Q3,2019,24995,Manual,5000,Petrol,145,40.9,1.5
 A7,2017,22000,Automatic,30884,Diesel,145,52.3,3.0
 Q3,2018,21890,Semi-Auto,10152,Petrol,145,47.9,2.0
 A1,2019,21990,Manual,6000,Petrol,145,47.9,1.0
 Q3,2015,15250,Semi-Auto,56310,Diesel,160,50.4,2.0
 A1,2018,14900,Manual,14992,Petrol,150,55.4,1.4
 A1,2017,11495,Manual,27411,Diesel,145,76.3,1.6
 Q7,2016,31390,Semi-Auto,31224,Diesel,205,47.9,3.0
 Q3,2019,29250,Manual,1720,Petrol,145,39.8,1.5
 A4,2014,14490,Semi-Auto,50041,Diesel,205,45.6,3.0
 A5,2019,34950,Semi-Auto,3760,Diesel,145,44.8,2.0
 A5,2020,28945,Semi-Auto,5000,Diesel,145,50.4,2.0
 A5,2019,27990,Semi-Auto,7215,Diesel,145,46.3,2.0
 A8,2015,19230,Automatic,35361,Diesel,200,48.7,3.0
 A3,2020,20995,Manual,5000,Diesel,145,54.3,1.6
 Q5,2019,35995,Automatic,4326,Diesel,145,38.2,2.0
 A3,2019,21490,Semi-Auto,14583,Petrol,145,42.2,1.5
 A3,2019,24450,Semi-Auto,7508,Petrol,150,42.2,1.5
 Q3,2017,17298,Manual,16908,Petrol,125,51.4,1.4
 A3,2017,19000,Manual,21159,Petrol,30,56.5,1.4
 Q5,2017,21700,Semi-Auto,52073,Diesel,150,56.5,2.0
 Q5,2016,22888,Automatic,41000,Diesel,200,47.1,2.0
 Q3,2018,19991,Semi-Auto,20555,Petrol,145,47.9,1.4
 A4,2017,18390,Semi-Auto,54421,Diesel,30,61.4,2.0
 A3,2018,19000,Automatic,20175,Petrol,145,42.2,1.5
 A5,2018,32990,Automatic,13453,Petrol,150,36.7,3.0
 A4,2020,43995,Semi-Auto,4000,Diesel,145,40.9,3.0
 A4,2008,5490,Automatic,89000,Diesel,330,33.3,3.0
 A5,2014,14939,Automatic,61346,Diesel,160,49.6,3.0
 Q5,2014,23900,Automatic,46987,Diesel,260,41.5,3.0
 Q3,2013,13700,Semi-Auto,40510,Diesel,200,47.9,2.0
 A3,2016,10495,Manual,59800,Diesel,0,74.3,1.6
 Q3,2015,14500,Manual,26382,Diesel,150,56.5,2.0
 TT,2020,29970,Semi-Auto,1015,Petrol,145,37.7,2.0
